,piano,unpitched,organ,string,voice,brass,reed,wind,pitched,guitar,synth,cent,roll,flat,contrast,flux,bw,yin
80,0,0,0,0,0,0,0,0,1,0,0,-1.366976597,-1.436362983,-0.283325714,1.44821658,-0.735964449,-1.560148143,0.329846293
81,0,0,0,0,0,0,0,0,1,0,0,-1.350246352,-1.436362983,-0.283320906,-0.166372654,-0.654388779,-1.533133645,0.331166474
82,0,0,0,0,0,0,0,0,1,0,0,-1.332907393,-1.436362983,-0.283318643,-0.526961463,-0.462742489,-1.491229265,0.337279262
83,0,0,0,0,0,0,0,0,1,0,0,-1.353635208,-1.436362983,-0.283325242,0.384356481,-0.244388962,-1.535411255,0.325568856
84,0,0,0,0,0,0,0,0,1,0,0,-1.365192073,-1.436362983,-0.283325714,-0.47616193,-0.445974927,-1.540599059,0.338147272
85,0,0,0,0,0,0,0,0,1,0,0,-0.506602757,-0.900289949,-0.255257008,-0.603967298,-0.571176934,0.905255786,0.336714701
86,0,0,0,0,0,0,0,0,1,0,0,0.285609131,0.589677748,0.018565195,-2.137301132,-0.748806455,1.846521734,0.33099626
3,0,0,0,0,0,0,1,0,0,0,0,0.188544885,0.1955064,-0.276195765,-0.967909483,-0.25458804,-0.482750563,-0.672810207
4,0,0,0,0,0,0,1,0,0,0,0,0.331697147,0.203389827,-0.272903141,-1.729665265,-0.670143356,-0.419195873,-0.672811182
5,0,0,0,0,0,0,1,0,0,0,0,0.558038533,0.211273254,-0.261187068,-1.10124178,-0.567195738,-0.324897685,-0.672654129
6,0,0,0,0,0,0,1,0,0,0,0,0.486484693,0.203389827,-0.249821968,-1.386097137,-0.419704071,-0.241110505,-0.672493537
7,0,0,0,0,0,0,1,0,0,0,0,-0.13106216,-0.206548376,-0.268165145,-1.969975535,0.045298637,-0.447140623,0.518289936
8,0,0,0,0,0,0,1,0,0,0,0,-0.206583401,-0.214431802,-0.27750614,-0.752468339,-0.545528079,-0.602965557,0.514440559
9,0,0,0,0,0,0,1,0,0,0,0,0.011044723,-0.072530117,-0.278156614,-1.030844698,0.061594046,-0.558659229,0.452106847
10,0,0,0,0,0,0,1,0,0,0,0,0.106923106,0.09302185,-0.278863651,-0.697148739,1.255428025,-0.492551962,0.431793089
11,0,0,0,0,0,0,1,0,0,0,0,0.132522774,0.09302185,-0.279749804,-0.94471726,0.790129975,-0.428043603,0.426178798
12,0,0,0,0,0,0,1,0,0,0,0,0.110102572,0.100905276,-0.279976056,-1.053704997,0.002683867,-0.35674657,0.424578497
13,0,0,0,0,0,0,1,0,0,0,0,0.173702912,0.108788703,-0.278873078,-1.376286363,-0.20399063,-0.244296602,0.423371584
14,0,0,0,0,0,0,1,0,0,0,0,0.302912465,0.1955064,-0.273340373,-1.493348939,-0.262612819,-0.188504602,0.422511364
15,0,0,0,0,0,0,1,0,0,0,0,0.122158304,0.108788703,-0.26842213,-1.432721931,0.259184542,-0.221495294,0.423708887
16,0,0,0,0,0,0,1,0,0,0,0,0.665551649,0.487193198,-0.237823268,-1.050746664,0.893542793,-0.084198577,0.426451301
17,0,0,0,0,0,0,1,0,0,0,0,1.013838322,0.660628591,-0.240103038,-0.716697952,0.240553508,-0.000418472,0.348302533
18,0,0,0,0,0,0,1,0,0,0,0,0.860252531,0.558144041,-0.255269923,0.857599464,1.832919707,0.019875854,0.338700301
19,0,0,0,0,0,0,1,0,0,0,0,0.61672168,0.502960052,-0.249475708,0.531226,1.273098409,-0.11316915,0.337599486
20,0,0,0,0,0,0,1,0,0,0,0,0.5875725,0.313757804,-0.252315451,0.292918399,-0.177663835,-0.182566759,0.342539982
21,0,0,0,0,0,0,1,0,0,0,0,0.514265644,0.29799095,-0.267528058,-0.306122505,0.588599703,-0.119594439,-0.238356863
22,0,0,0,0,0,0,1,0,0,0,0,0.400687422,0.29799095,-0.262105367,-0.33110977,0.168115693,-0.15786682,0.595009332
23,0,0,0,0,0,0,1,0,0,0,0,0.472000207,0.313757804,-0.237617473,-0.929171662,-0.020890965,0.001016431,0.597824289
24,0,0,0,0,0,0,1,0,0,0,0,0.63994091,0.408358928,-0.255797938,-1.620804022,0.452592204,0.155665045,0.902267151
25,0,0,0,0,0,0,1,0,0,0,0,0.536336217,0.179739546,-0.26118028,-1.568043359,1.015597901,0.023675783,0.913295401
26,0,0,0,0,0,0,1,0,0,0,0,0.30268511,0.148205838,-0.257636894,-1.438450286,0.55548794,-0.135965715,0.91559405
27,0,0,0,0,0,0,1,0,0,0,0,0.024814002,-0.096180398,-0.274178353,-0.853540999,0.276335625,-0.291724827,0.956730788
28,0,0,0,0,0,0,1,0,0,0,0,-0.032658281,-0.104063825,-0.278147187,-1.107136307,0.102894791,-0.340015424,1.27269734
29,0,0,0,0,0,0,1,0,0,0,0,-0.046822271,-0.104063825,-0.279325582,0.404230038,-0.39609441,-0.365177066,1.288220411
30,0,0,0,0,0,0,1,0,0,0,0,-0.036621256,-0.104063825,-0.279146466,0.616768298,-0.482496486,-0.364748228,1.290028248
31,0,0,0,0,0,0,1,0,0,0,0,0.042738881,-0.111947252,-0.277562703,-0.388343885,-0.378343322,-0.492366072,1.288841097
32,0,0,0,0,0,0,1,0,0,0,0,0.141753015,-0.111947252,-0.275007943,-0.112541938,-0.248932811,-0.521951886,1.237977247
33,0,0,0,0,0,0,1,0,0,0,0,0.187866271,-0.111947252,-0.276224046,-0.944105316,0.692655858,-0.471924936,1.193443019
34,0,0,0,0,0,0,1,0,0,0,0,0.168418821,-0.111947252,-0.275997794,-1.032753822,-0.005089476,-0.486804915,1.179980621
35,0,0,0,0,0,0,1,0,0,0,0,0.074718781,-0.182898095,-0.276836812,-1.271633978,-0.677551341,-0.556482298,1.17636761
36,0,0,0,0,0,0,1,0,0,0,0,0.045411801,-0.190781522,-0.275988367,-1.769558661,-0.48747885,-0.56308381,1.175079613
37,0,0,0,0,0,0,1,0,0,0,0,-0.001700816,-0.190781522,-0.275290758,-0.467422604,-0.561034186,-0.540530152,1.174251123
38,0,0,0,0,0,0,1,0,0,0,0,0.084103029,-0.167131241,-0.27256612,-1.246960557,-0.599770334,-0.462536293,1.174166317
39,0,0,0,0,0,0,1,0,0,0,0,0.170180027,-0.096180398,-0.269529444,-0.061422498,-0.632809484,-0.42458946,1.17881122
40,0,0,0,0,0,0,1,0,0,0,0,0.191917413,-0.111947252,-0.2689262,-1.312606755,-0.575677678,-0.445793143,1.181687182
41,0,0,0,0,0,0,1,0,0,0,0,0.003336665,-0.198664948,-0.275620708,-0.890014218,-0.543093267,-0.554079423,1.187625843
42,0,0,0,0,0,0,1,0,0,0,0,-0.032352441,-0.332683207,-0.275809251,-1.369619828,-0.489549362,-0.58192981,1.186160884
43,0,0,0,0,0,0,1,0,0,0,0,-0.042347258,-0.269615791,-0.272715635,-0.514825893,-0.237831444,-0.544855664,1.178706446
44,0,0,0,0,0,0,1,0,0,0,0,0.18091621,-0.009462702,-0.274348042,-1.674671155,-0.312017364,-0.518189904,1.166128315
45,0,0,0,0,0,0,1,0,0,0,0,0.331719585,0.01418758,-0.276912229,-1.455173958,0.202588056,-0.403193018,1.060564541
46,0,0,0,0,0,0,1,0,0,0,0,0.482746636,0.258573815,-0.276158056,-0.763710375,1.912330144,-0.278965902,1.042296158
47,0,0,0,0,0,0,1,0,0,0,0,0.603698085,0.266457243,-0.276431444,-1.259185318,1.030153296,-0.273146359,1.038553358
48,0,0,0,0,0,0,1,0,0,0,0,0.501427197,0.006304152,-0.277402441,-1.175654004,0.093112009,-0.3191857,1.038217545
49,0,0,0,0,0,0,1,0,0,0,0,0.447033865,0.006304152,-0.278552555,-1.642318491,-0.353464403,-0.331644517,1.038357908
50,0,0,0,0,0,0,1,0,0,0,0,0.405716867,0.006304152,-0.279080475,-1.733136218,-0.492446509,-0.334893344,1.039414554
51,0,0,0,0,0,0,1,0,0,0,0,0.230741263,-0.001579274,-0.27979694,-1.718186364,-0.396971153,-0.387189034,1.042409516
52,0,0,0,0,0,0,1,0,0,0,0,0.136013443,-0.253848937,-0.27992892,-1.444439628,-0.449813504,-0.437700552,1.043242001
53,0,0,0,0,0,0,1,0,0,0,0,-0.007661815,-0.269615791,-0.281380702,-1.529716871,-0.497986596,-0.580027027,1.044852384
54,0,0,0,0,0,0,1,0,0,0,0,-0.046856754,-0.269615791,-0.280937626,-1.29173813,-0.234814082,-0.668842443,1.045595873
55,0,0,0,0,0,0,1,0,0,0,0,0.261979015,0.148205838,-0.277289315,-0.045840213,-0.431879444,-0.393023697,1.044093632
56,0,0,0,0,0,0,1,0,0,0,0,0.418864227,0.392592074,-0.27840172,-1.575984732,0.481138352,-0.217701265,0.989459035
57,0,0,0,0,0,0,1,0,0,0,0,0.257593686,0.1955064,-0.280315433,-0.914240158,2.874084834,-0.259358819,0.92818689
58,0,0,0,0,0,0,1,0,0,0,0,0.131856985,0.156089265,-0.281220441,-1.884046,1.297470757,-0.347188478,0.927687461
59,0,0,0,0,0,0,1,0,0,0,0,0.069858061,0.09302185,-0.281663517,-1.372280827,0.038194998,-0.368060236,0.926761675
60,0,0,0,0,0,0,1,0,0,0,0,0.152301087,0.163972692,-0.280928199,-1.437481105,-0.21299027,-0.302814925,0.921379359
61,0,0,0,0,0,0,1,0,0,0,0,0.190675117,0.163972692,-0.280569967,-1.557707033,-0.454860143,-0.274151884,0.92266087
62,0,0,0,0,0,0,1,0,0,0,0,0.277053208,0.163972692,-0.280937626,-1.581453478,-0.424759376,-0.313914773,0.922447535
63,0,0,0,0,0,0,1,0,0,0,0,0.293529028,0.156089265,-0.281107315,-0.801681722,-0.374561504,-0.39081736,0.921221715
64,0,0,0,0,0,0,1,0,0,0,0,0.381980912,0.163972692,-0.279193601,-0.960997921,-0.581520725,-0.389497229,0.922178061
65,0,0,0,0,0,0,1,0,0,0,0,0.311795444,0.163972692,-0.277232752,-0.934673966,-0.53702131,-0.343202602,0.920755854
66,0,0,0,0,0,0,1,0,0,0,0,-0.043106904,-0.072530117,-0.277355305,-1.124798526,-0.178602266,-0.385545131,0.920114226
67,0,0,0,0,0,0,1,0,0,0,0,-0.001177438,-0.111947252,-0.275884669,-0.894719457,-0.212256044,-0.468310286,0.930206904
68,0,0,0,0,0,0,1,0,0,0,0,0.211566837,0.171856119,-0.279184174,-1.422622793,0.193347493,-0.3939063,1.27414703
69,0,0,0,0,0,0,1,0,0,0,0,0.24416777,0.179739546,-0.280437986,-1.620061498,2.228318047,-0.296132628,1.278032572
70,0,0,0,0,0,0,1,0,0,0,0,0.084509163,0.156089265,-0.281050752,2.888444359,1.387683852,-0.294149738,1.280285124
71,0,0,0,0,0,0,1,0,0,0,0,-0.009375849,-0.096180398,-0.281465547,-1.648054312,-0.003998548,-0.317309671,1.28706697
72,0,0,0,0,0,0,1,0,0,0,0,-0.091431469,-0.104063825,-0.281946332,-1.218715289,-0.107832262,-0.371073512,1.29096828
73,0,0,0,0,0,0,1,0,0,0,0,-0.223434138,-0.111947252,-0.282087739,-0.586343295,-0.347945858,-0.433984931,1.291021072
74,0,0,0,0,0,0,1,0,0,0,0,-0.325369713,-0.167131241,-0.282257428,-1.281049393,-0.311672039,-0.477820248,1.292315175
75,0,0,0,0,0,0,1,0,0,0,0,-0.443451725,-0.40363405,-0.282515732,-0.669527053,-0.394290449,-0.575185386,1.292624151
76,0,0,0,0,0,0,1,0,0,0,0,-0.533913316,-0.411517476,-0.282607176,-0.776383369,-0.466780342,-0.675537623,1.296021696
77,0,0,0,0,0,0,1,0,0,0,0,-0.587242863,-0.419400904,-0.282755182,-1.5745236,-0.512049017,-0.754824218,1.298694428
78,0,0,0,0,0,0,1,0,0,0,0,-0.605886669,-0.435167758,-0.282695791,-1.470712087,-0.629305759,-0.741590456,1.298001652
79,0,0,0,0,0,0,1,0,0,0,0,-0.589790797,-0.42728433,-0.28261566,-1.495727342,-0.473408255,-0.801403455,1.297579185
80,0,0,0,0,0,0,1,0,0,0,0,-0.534896612,-0.42728433,-0.282248001,-1.416002015,-0.181474196,-0.721046661,1.292376708
81,0,0,0,0,0,0,1,0,0,0,0,-0.406631335,-0.419400904,-0.280485122,-1.120170299,-0.285388451,-0.54412364,1.28681281
82,0,0,0,0,0,0,1,0,0,0,0,0.153329138,0.061488141,-0.275828106,-1.742952325,-0.344028917,-0.294811821,1.293864257
83,0,0,0,0,0,0,1,0,0,0,0,0.379957698,0.1955064,-0.276120348,-1.433483121,1.601219176,-0.146036327,-0.601269871
84,0,0,0,0,0,0,1,0,0,0,0,0.477746361,0.290107524,-0.27654457,-1.236154373,3.314842965,-0.003269485,-0.601694094
85,0,0,0,0,0,0,1,0,0,0,0,0.562116854,0.29799095,-0.23021112,-2.352829186,1.127016606,0.306005438,-0.601468401
86,0,0,0,0,0,0,1,0,0,0,0,0.781766074,0.424125782,0.081647124,-2.598727329,0.104891416,0.764480582,0.802839634
3,0,1,0,1,0,0,0,0,0,0,0,-0.251364105,-0.364216915,-0.171329085,0.028675681,1.028172032,0.144226684,-0.036915714
4,0,1,0,1,0,0,0,0,0,0,0,-0.247161506,-0.293266072,-0.182519029,1.013955039,-0.360079873,0.243801174,-0.360590388
5,0,1,0,1,0,0,0,0,0,0,0,-0.136551471,-0.167131241,-0.148172966,0.486366588,-0.310483855,0.382324161,-0.349632586
6,0,1,0,1,0,0,0,0,0,0,0,-0.265649446,-0.356333488,-0.183635581,-0.121917149,-0.145896038,0.199358777,-0.362944428
7,0,1,0,1,0,0,0,0,0,0,0,-0.391707008,-0.514002028,-0.215757117,0.972909992,0.130604487,-0.137606514,-0.523527986
8,0,1,0,1,0,0,0,0,0,0,0,-0.372178427,-0.395750623,-0.22097241,0.560121861,0.025344623,-0.145300962,-0.559284751
9,0,1,0,1,0,0,0,0,0,0,0,-0.329705796,-0.379983769,-0.216534669,1.958435841,-0.329160191,-0.084978489,-0.563779452
10,0,1,0,1,0,0,0,0,0,0,0,-0.255869662,-0.356333488,-0.215889757,2.05173277,-0.310826387,-0.100549805,-0.367955507
11,0,1,0,1,0,0,0,0,0,0,0,-0.302050671,-0.411517476,-0.208398654,-0.032846171,0.002418713,-0.134109119,-0.696542595
12,0,1,0,1,0,0,0,0,0,0,0,-0.215783555,-0.214431802,-0.179085657,-0.040827106,-0.287855134,0.048637735,-0.696542595
13,0,1,0,1,0,0,0,0,0,0,0,-0.301085141,-0.293266072,-0.194766699,0.289424678,-0.333884711,0.001955034,-0.511376376
14,0,1,0,1,0,0,0,0,0,0,0,-0.466397837,-0.474584893,-0.233723585,1.052291518,-0.142335675,-0.169883918,-0.356463563
15,0,1,0,1,0,0,0,0,0,0,0,-0.508638658,-0.521885454,-0.241984605,0.968516263,-0.073244408,-0.143982296,-0.365790704
16,0,1,0,1,0,0,0,0,0,0,0,-0.341381785,-0.379983769,-0.207512218,0.482982303,-0.270793299,0.084513004,-0.370654883
17,0,1,0,1,0,0,0,0,0,0,0,-0.112081205,-0.088296971,-0.152047717,0.595400851,-0.277916159,0.232072696,-0.696542595
18,0,1,0,1,0,0,0,0,0,0,0,-0.088913509,-0.104063825,-0.13833318,8.703668581,0.348972141,0.240652175,-0.696542595
19,0,1,0,1,0,0,0,0,0,0,0,0.008530599,-0.127714106,-0.099301443,1.160791258,-0.196381406,0.283116975,-0.380782158
20,0,1,0,1,0,0,0,0,0,0,0,-0.065225882,-0.182898095,-0.115673684,0.029967062,-0.144763299,0.252102718,-0.376405047
21,0,1,0,1,0,0,0,0,0,0,0,-0.173120918,-0.182898095,-0.174394232,0.3717357,-0.205982121,0.235466812,-0.369661793
22,0,1,0,1,0,0,0,0,0,0,0,-0.172878585,-0.167131241,-0.196926179,0.967371279,-0.292480056,0.35388578,-0.36190026
23,0,1,0,1,0,0,0,0,0,0,0,-0.037199353,0.029954433,-0.168768857,2.05498959,-0.275301662,0.480591527,-0.35193358
24,0,1,0,1,0,0,0,0,0,0,0,-0.17735547,-0.040996409,-0.190381656,1.464139904,-0.281901072,0.349179856,-0.696542595
25,0,1,0,1,0,0,0,0,0,0,0,-0.110625953,-0.056763263,-0.16502175,0.097569669,-0.290265097,0.412105399,-0.696542595
26,0,1,0,1,0,0,0,0,0,0,0,-0.011762749,0.022071007,-0.125671374,0.602026826,-0.34262199,0.560505908,-0.356054144
27,0,1,0,1,0,0,0,0,0,0,0,-0.005773927,0.029954433,-0.102333877,0.02588087,-0.232071771,0.552689066,-0.362895268
28,0,1,0,1,0,0,0,0,0,0,0,-0.057105595,-0.040996409,-0.131596721,0.081399412,-0.100002242,0.456660159,-0.696542595
